qtest2014.1 Q0 uptod4830_12_073367 1 -4.41397 indri
qtest2014.1 Q0 uptod4830_12_073511 2 -4.41414 indri
qtest2014.1 Q0 uptod4830_12_034231 3 -4.41589 indri
qtest2014.1 Q0 uptod4830_12_073308 4 -4.4227 indri
qtest2014.1 Q0 uptod4830_12_008828 5 -4.42765 indri
qtest2014.1 Q0 uptod4830_12_073230 6 -4.42853 indri
qtest2014.1 Q0 uptod4830_12_073454 7 -4.4287 indri
qtest2014.1 Q0 uptod4830_12_073407 8 -4.4287 indri
qtest2014.1 Q0 uptod4830_12_073338 9 -4.42888 indri
qtest2014.1 Q0 uptod4830_12_073201 10 -4.42888 indri
qtest2014.1 Q0 uptod4830_12_073497 11 -4.43045 indri
qtest2014.1 Q0 uptod4830_12_008795 12 -4.43241 indri
qtest2014.1 Q0 uptod4830_12_065330 13 -4.43331 indri
qtest2014.1 Q0 uptod4830_12_034217 14 -4.4336 indri
qtest2014.1 Q0 heart1228_12_000515 15 -4.44899 indri
qtest2014.1 Q0 heart1228_12_000452 16 -4.47008 indri
qtest2014.1 Q0 uptod4830_12_073381 17 -4.47927 indri
qtest2014.1 Q0 uptod4830_12_033972 18 -4.48176 indri
qtest2014.1 Q0 uptod4830_12_065237 19 -4.48477 indri
qtest2014.1 Q0 uptod4830_12_005474 20 -4.49754 indri
qtest2014.1 Q0 uptod4830_12_050240 21 -4.57206 indri
qtest2014.1 Q0 uptod4830_12_050031 22 -4.58079 indri
qtest2014.1 Q0 uptod4830_12_034118 23 -4.59253 indri
qtest2014.1 Q0 uptod4830_12_034028 24 -4.59253 indri
qtest2014.1 Q0 uptod4830_12_065128 25 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_034236 26 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_034095 27 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_034001 28 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_033968 29 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_033938 30 -4.59274 indri
qtest2014.1 Q0 uptod4830_12_034063 31 -4.59294 indri
qtest2014.1 Q0 uptod4830_12_034054 32 -4.59315 indri
qtest2014.1 Q0 uptod4830_12_002565 33 -4.60879 indri
qtest2014.1 Q0 uptod4830_12_002687 34 -4.69109 indri
qtest2014.1 Q0 uptod4830_12_002689 35 -4.69141 indri
qtest2014.1 Q0 uptod4830_12_033003 36 -4.69316 indri
qtest2014.1 Q0 uptod4830_12_073353 37 -4.69348 indri
qtest2014.1 Q0 uptod4830_12_050766 38 -4.69364 indri
