qtest2014.1 Q0 virtu4909_12_000499 1 0.175370536 SNUMEDINFO5
qtest2014.1 Q0 wiki.0842_12_002486 2 0.163678664 SNUMEDINFO5
qtest2014.1 Q0 bupa.2183_12_001396 3 0.142641163 SNUMEDINFO5
qtest2014.1 Q0 bupa.2183_12_001390 4 0.140755532 SNUMEDINFO5
qtest2014.1 Q0 diabe2551_12_000404 5 0.130718691 SNUMEDINFO5
qtest2014.1 Q0 healt3115_12_001268 6 0.124475486 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_073347 7 0.116390945 SNUMEDINFO5
qtest2014.1 Q0 clini0836_12_002539 8 0.113540783 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_005159 9 0.113102530 SNUMEDINFO5
qtest2014.1 Q0 wiki.0842_12_002482 10 0.108574104 SNUMEDINFO5
qtest2014.1 Q0 netce3826_12_000905 11 0.103243053 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034116 12 0.099954632 SNUMEDINFO5
qtest2014.1 Q0 wiki.0842_12_004711 13 0.099261560 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_060995 14 0.094603588 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_069045 15 0.094518275 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_008661 16 0.094099289 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_068907 17 0.092668329 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_022020 18 0.092173887 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_078600 19 0.090275540 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_046938 20 0.090122458 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034241 21 0.088583897 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034050 22 0.088514920 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_069101 23 0.088152014 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_033963 24 0.088026728 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_008819 25 0.087419544 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_047111 26 0.087122933 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034182 27 0.086913075 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_069103 28 0.086849209 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_069166 29 0.086849209 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034154 30 0.086547629 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_069072 31 0.086503311 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_034087 32 0.086478652 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_033880 33 0.086288033 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_033869 34 0.086288033 SNUMEDINFO5
qtest2014.1 Q0 uptod4830_12_008933 35 0.086288033 SNUMEDINFO5
