qtest2014.1 0 heart1228_12_000452 1 0.5937323 MeSH1
qtest2014.1 0 heart1228_12_000515 2 0.5937323 MeSH1
qtest2014.1 0 heart1228_12_000803 3 0.5410079 MeSH1
qtest2014.1 0 diagn2555_12_000122 4 0.51863486 MeSH1
qtest2014.1 0 heart1228_12_000716 5 0.49225923 MeSH1
qtest2014.1 0 child2342_12_000164 6 0.4708935 MeSH1
qtest2014.1 0 heart3138_12_000065 7 0.46336144 MeSH1
qtest2014.1 0 diagn2555_12_000199 8 0.46117494 MeSH1
qtest2014.1 0 clini0836_12_026736 9 0.4548269 MeSH1
qtest2014.1 0 heart1228_12_000595 10 0.4439759 MeSH1
qtest2014.1 0 clini0836_12_003870 11 0.44392475 MeSH1
qtest2014.1 0 heart1228_12_000085 12 0.44021016 MeSH1
qtest2014.1 0 heart1228_12_000091 13 0.43537328 MeSH1
qtest2014.1 0 nlm.n3868_12_001497 14 0.4244351 MeSH1
qtest2014.1 0 heart1228_12_000694 15 0.4233527 MeSH1
qtest2014.1 0 heart1228_12_000970 16 0.41972712 MeSH1
qtest2014.1 0 uptod4830_12_073319 17 0.41259694 MeSH1
qtest2014.1 0 diagn2555_12_000293 18 0.41014144 MeSH1
qtest2014.1 0 heart1228_12_001579 19 0.40649512 MeSH1
qtest2014.1 0 heart1228_12_000084 20 0.40359768 MeSH1
qtest2014.1 0 siume4425_12_000179 21 0.40265742 MeSH1
qtest2014.1 0 clini0836_12_029454 22 0.4019182 MeSH1
qtest2014.1 0 child2342_12_000024 23 0.40164468 MeSH1
qtest2014.1 0 ghr.n0840_12_013981 24 0.40163243 MeSH1
qtest2014.1 0 heart1228_12_000593 25 0.4001294 MeSH1
qtest2014.1 0 healt3117_12_003471 26 0.39955503 MeSH1
qtest2014.1 0 diagn2555_12_000162 27 0.39655998 MeSH1
qtest2014.1 0 uptod4830_12_050177 28 0.3933474 MeSH1
qtest2014.1 0 heart1228_12_000101 29 0.39217618 MeSH1
qtest2014.1 0 healt3117_12_003476 30 0.39187214 MeSH1
qtest2014.1 0 clini0836_12_013339 31 0.38841555 MeSH1
qtest2014.1 0 wiki.0842_12_002483 32 0.387462 MeSH1
qtest2014.1 0 menop1351_12_000088 33 0.3837173 MeSH1
qtest2014.1 0 bcbst2065_12_001520 34 0.38324267 MeSH1
qtest2014.1 0 bcbst2065_12_001521 35 0.38324267 MeSH1
qtest2014.1 0 p-h.c3967_12_000256 36 0.38146693 MeSH1
qtest2014.1 0 p-h.c3967_12_000274 37 0.38146693 MeSH1
qtest2014.1 0 heart1228_12_000088 38 0.3807674 MeSH1
qtest2014.1 0 heart1228_12_000142 39 0.38050628 MeSH1
