qtest2014.1 Q0 uptod4830_12_008828 1 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073511 2 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073497 3 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073454 4 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073407 5 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073367 6 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073230 7 -4.57709 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073338 8 -4.57725 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073201 9 -4.57725 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 heart1228_12_000515 10 -4.59246 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 heart1228_12_000452 11 -4.59246 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_005474 12 -4.64622 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_033972 13 -4.64639 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073381 14 -4.67021 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_065237 15 -4.67037 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073308 16 -4.68581 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_065330 17 -4.68595 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 wiki.0842_12_002486 18 -4.69365 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_008795 19 -4.70257 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034231 20 -4.70257 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034217 21 -4.70257 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 heart1228_12_000803 22 -4.7315 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_002565 23 -4.73197 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001951 24 -4.79176 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001500 25 -4.79176 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001846 26 -4.79239 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 nlm.n3868_12_001497 27 -4.82237 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003850 28 -4.8395 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003491 29 -4.8395 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003855 30 -4.85501 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001901 31 -4.85501 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001896 32 -4.85501 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_001860 33 -4.85501 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_002687 34 -4.86884 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_033003 35 -4.86884 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_050766 36 -4.86899 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_002689 37 -4.86899 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_002633 38 -4.86899 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_073353 39 -4.86899 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_050031 40 -4.86932 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034118 41 -4.86932 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034028 42 -4.86932 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_050240 43 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034236 44 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034095 45 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034063 46 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034054 47 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_034001 48 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_033968 49 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_033938 50 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 uptod4830_12_065128 51 -4.86951 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 heart1228_12_000913 52 -4.87139 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003967 53 -4.88435 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003959 54 -4.88435 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003943 55 -4.88435 GRIUM_EN_combineOrigSuiName
qtest2014.1 Q0 quali4182_12_003929 56 -4.88435 GRIUM_EN_combineOrigSuiName
