qtest2014.1 Q0 anato1913_12_001933 1 384.401 2
qtest2014.1 Q0 anato1913_12_001429 2 363.958 2
qtest2014.1 Q0 echob2751_12_000030 3 319.462 2
qtest2014.1 Q0 coron2453_12_000032 4 298.492 2
qtest2014.1 Q0 nlm.n3868_12_000517 5 290.838 2
qtest2014.1 Q0 anato1913_12_002341 6 290.776 2
qtest2014.1 Q0 texas4630_12_000024 7 285.777 2
qtest2014.1 Q0 anato1913_12_002344 8 274.958 2
qtest2014.1 Q0 nlm.n3868_12_000990 9 268.9 2
qtest2014.1 Q0 nlm.n3868_12_000987 10 267.64 2
qtest2014.1 Q0 anato1913_12_000845 11 264.914 2
qtest2014.1 Q0 anato1913_12_000347 12 262.761 2
qtest2014.1 Q0 anato1913_12_000842 13 262.493 2
qtest2014.1 Q0 nlm.n3868_12_000882 14 262.395 2
qtest2014.1 Q0 clini0836_12_103324 15 260.698 2
qtest2014.1 Q0 anato1913_12_002350 16 259.485 2
qtest2014.1 Q0 nlm.n3868_12_001648 17 257.659 2
qtest2014.1 Q0 nlm.n3868_12_000899 18 255.581 2
qtest2014.1 Q0 nlm.n3868_12_000888 19 253.274 2
qtest2014.1 Q0 anato1913_12_001333 20 253.057 2
qtest2014.1 Q0 imaio3262_12_000142 21 252.85 2
qtest2014.1 Q0 anato1913_12_002337 22 252.746 2
qtest2014.1 Q0 anato1913_12_001344 23 252.063 2
qtest2014.1 Q0 anato1913_12_000838 24 252.05 2
qtest2014.1 Q0 echob2751_12_000022 25 251.591 2
qtest2014.1 Q0 anato1913_12_001841 26 251.368 2
qtest2014.1 Q0 anato1913_12_000856 27 251.165 2
qtest2014.1 Q0 anato1913_12_002348 28 248.268 2
qtest2014.1 Q0 radio4191_12_000049 29 247.544 2
qtest2014.1 Q0 anato1913_12_001843 30 246.938 2
qtest2014.1 Q0 nlm.n3868_12_000984 31 244.875 2
qtest2014.1 Q0 echob2751_12_000016 32 244.871 2
qtest2014.1 Q0 nlm.n3868_12_001285 33 244.404 2
qtest2014.1 Q0 anato1913_12_001335 34 243.756 2
qtest2014.1 Q0 pted.4167_12_000086 35 242.834 2
qtest2014.1 Q0 anato1913_12_001330 36 240.592 2
qtest2014.1 Q0 pted.4167_12_000094 37 239.619 2
qtest2014.1 Q0 anato1913_12_001332 38 238.95 2
qtest2014.1 Q0 anato1913_12_000346 39 238.685 2
qtest2014.1 Q0 anato1913_12_001847 40 238.651 2
qtest2014.1 Q0 anato1913_12_001337 41 238.026 2
qtest2014.1 Q0 anato1913_12_002340 42 236.616 2
qtest2014.1 Q0 anato1913_12_002349 43 236.328 2
qtest2014.1 Q0 nlm.n3868_12_000991 44 233.346 2
qtest2014.1 Q0 nlm.n3868_12_000965 45 233.301 2
qtest2014.1 Q0 clini0836_12_044907 46 232.57 2
qtest2014.1 Q0 clini0836_12_014643 47 231.839 2
qtest2014.1 Q0 radio4191_12_000419 48 231.493 2
qtest2014.1 Q0 radio4191_12_000410 49 231.493 2
qtest2014.1 Q0 pted.4167_12_000168 50 230.782 2
qtest2014.1 Q0 anato1913_12_001839 51 229.852 2
qtest2014.1 Q0 mayfi3578_12_000094 52 229.268 2
qtest2014.1 Q0 anato1913_12_000844 53 229.019 2
qtest2014.1 Q0 pted.4167_12_000229 54 227.854 2
qtest2014.1 Q0 anato1913_12_001329 55 226.879 2
qtest2014.1 Q0 anato1913_12_001848 56 226.088 2
qtest2014.1 Q0 anato1913_12_001845 57 225.68 2
qtest2014.1 Q0 clini0836_12_121219 58 224.769 2
qtest2014.1 Q0 nlm.n3868_12_000546 59 220.479 2
qtest2014.1 Q0 radio4191_12_000427 60 220.081 2
qtest2014.1 Q0 radio4191_12_000423 61 220.081 2
qtest2014.1 Q0 pted.4167_12_000233 62 220.063 2
qtest2014.1 Q0 pted.4167_12_000211 63 218.572 2
qtest2014.1 Q0 radio4191_12_000422 64 217.612 2
qtest2014.1 Q0 radio4191_12_000418 65 217.612 2
qtest2014.1 Q0 kidsh1292_12_000011 66 216.817 2
qtest2014.1 Q0 radio4191_12_000462 67 215.938 2
qtest2014.1 Q0 radio4191_12_000429 68 215.938 2
