qtest2014.1 Q0 child2342_12_000164 0 10.090418969506482 RUN5
qtest2014.1 Q0 heart1228_12_000091 1 10.051105854043488 RUN5
qtest2014.1 Q0 heart1228_12_000716 2 9.745035179084478 RUN5
qtest2014.1 Q0 metho3694_12_000298 3 9.617715153419237 RUN5
qtest2014.1 Q0 insid3304_12_000061 4 9.601995852481991 RUN5
qtest2014.1 Q0 insid3304_12_000043 5 9.601995852481991 RUN5
qtest2014.1 Q0 child2342_12_000024 6 9.595396837793771 RUN5
qtest2014.1 Q0 heart1228_12_000490 7 9.544547252227375 RUN5
qtest2014.1 Q0 heart1228_12_000479 8 9.544547252227375 RUN5
qtest2014.1 Q0 menop1351_12_000088 9 9.197149452537301 RUN5
qtest2014.1 Q0 healt3117_12_003471 10 9.051669279624445 RUN5
qtest2014.1 Q0 diagn2555_12_000178 11 9.005067470738943 RUN5
qtest2014.1 Q0 heart1228_12_000728 12 8.98503974194941 RUN5
qtest2014.1 Q0 bestb0834_12_001153 13 8.98384409256553 RUN5
qtest2014.1 Q0 bestb0834_12_002148 14 8.98384409256553 RUN5
qtest2014.1 Q0 heart3134_12_000312 15 8.981065681134766 RUN5
qtest2014.1 Q0 insid3304_12_000196 16 8.93435560533359 RUN5
qtest2014.1 Q0 insid3304_12_000055 17 8.93435560533359 RUN5
qtest2014.1 Q0 healt3115_12_001360 18 8.849675974497718 RUN5
qtest2014.1 Q0 bestb0834_12_000435 19 8.812456768748156 RUN5
qtest2014.1 Q0 heart3134_12_000145 20 8.805741856332949 RUN5
qtest2014.1 Q0 diagn2555_12_000129 21 8.792826775196673 RUN5
qtest2014.1 Q0 heart1228_12_000156 22 8.770518921858276 RUN5
qtest2014.1 Q0 heart3134_12_000013 23 8.717929058517218 RUN5
qtest2014.1 Q0 heart1228_12_001028 24 8.688097590728287 RUN5
qtest2014.1 Q0 heart1228_12_000985 25 8.688097590728287 RUN5
qtest2014.1 Q0 drcha2660_12_000061 26 8.685502098217716 RUN5
qtest2014.1 Q0 heart1228_12_000582 27 8.66744579954985 RUN5
qtest2014.1 Q0 healt3117_12_003475 28 8.666817445664378 RUN5
qtest2014.1 Q0 healt3117_12_003477 29 8.662111985048575 RUN5
qtest2014.1 Q0 heart1228_12_000810 30 8.64365175129327 RUN5
qtest2014.1 Q0 bcbst2065_12_001547 31 8.610904460035165 RUN5
qtest2014.1 Q0 bcbst2065_12_001537 32 8.610904460035165 RUN5
qtest2014.1 Q0 heart1228_12_001396 33 8.594421919961917 RUN5
