qtest2014.1 0 heart1228_12_000452 1 0.9334977 metamap
qtest2014.1 0 heart1228_12_000515 2 0.9334977 metamap
qtest2014.1 0 heart1228_12_000803 3 0.8665057 metamap
qtest2014.1 0 child2342_12_000164 4 0.83589435 metamap
qtest2014.1 0 diagn2555_12_000122 5 0.78079194 metamap
qtest2014.1 0 heart1228_12_000084 6 0.7723367 metamap
qtest2014.1 0 drcha2660_12_000061 7 0.72613263 metamap
qtest2014.1 0 uptod4830_12_009017 8 0.72610533 metamap
qtest2014.1 0 uptod4830_12_009018 9 0.72610533 metamap
qtest2014.1 0 clini0836_12_026736 10 0.7135221 metamap
qtest2014.1 0 child2342_12_000024 11 0.712902 metamap
qtest2014.1 0 heart1228_12_000074 12 0.7125858 metamap
qtest2014.1 0 bestb0834_12_001148 13 0.7010712 metamap
qtest2014.1 0 heart1228_12_000810 14 0.68069685 metamap
qtest2014.1 0 heart1228_12_000103 15 0.6794716 metamap
qtest2014.1 0 diagn2555_12_000076 16 0.65784943 metamap
qtest2014.1 0 heart1228_12_000593 17 0.65082824 metamap
qtest2014.1 0 clini0836_12_003870 18 0.6487236 metamap
qtest2014.1 0 heart1228_12_001075 19 0.64623094 metamap
qtest2014.1 0 clini0836_12_125913 20 0.6448121 metamap
qtest2014.1 0 heart1228_12_000694 21 0.6402628 metamap
qtest2014.1 0 heart1228_12_000595 22 0.6360286 metamap
qtest2014.1 0 heart3138_12_000065 23 0.62952274 metamap
qtest2014.1 0 uptod4830_12_073319 24 0.6274141 metamap
qtest2014.1 0 heart3138_12_000060 25 0.6272357 metamap
qtest2014.1 0 diagn2555_12_000339 26 0.6210798 metamap
qtest2014.1 0 diagn2555_12_000113 27 0.6197506 metamap
qtest2014.1 0 uptod4830_12_009013 28 0.6189984 metamap
qtest2014.1 0 uptod4830_12_009014 29 0.6189984 metamap
qtest2014.1 0 clini0836_12_025710 30 0.6181191 metamap
qtest2014.1 0 heart1228_12_000672 31 0.6150573 metamap
qtest2014.1 0 heart1228_12_000711 32 0.6147344 metamap
qtest2014.1 0 heart1228_12_001549 33 0.6134509 metamap
qtest2014.1 0 clini0836_12_075895 34 0.6117577 metamap
