qtest2014.1 0 uptod4830_12_009009 1 15.863 SvmSystem
qtest2014.1 0 uptod4830_12_009016 2 15.854 SvmSystem
qtest2014.1 0 uptod4830_12_049498 3 15.514 SvmSystem
qtest2014.1 0 uptod4830_12_049499 4 15.503 SvmSystem
qtest2014.1 0 hotto3201_12_001916 5 15.483 SvmSystem
qtest2014.1 0 uptod4830_12_008759 6 15.428 SvmSystem
qtest2014.1 0 uptod4830_12_008756 7 15.416 SvmSystem
qtest2014.1 0 uptod4830_12_008695 8 15.33 SvmSystem
qtest2014.1 0 uptod4830_12_008700 9 15.315 SvmSystem
qtest2014.1 0 uptod4830_12_009014 10 15.313 SvmSystem
qtest2014.1 0 hotto3201_12_002254 11 15.308 SvmSystem
qtest2014.1 0 hotto3201_12_002255 12 15.303 SvmSystem
qtest2014.1 0 uptod4830_12_009013 13 15.295 SvmSystem
qtest2014.1 0 uptod4830_12_068864 14 15.222 SvmSystem
qtest2014.1 0 uptod4830_12_068874 15 15.207 SvmSystem
qtest2014.1 0 uptod4830_12_068994 16 15.175 SvmSystem
qtest2014.1 0 uptod4830_12_068996 17 15.151 SvmSystem
qtest2014.1 0 hotto3201_12_001924 18 15.139 SvmSystem
qtest2014.1 0 nhslo3844_12_007157 19 15.08 SvmSystem
qtest2014.1 0 nhslo3844_12_007151 20 15.072 SvmSystem
qtest2014.1 0 uptod4830_12_068928 21 15.063 SvmSystem
qtest2014.1 0 uptod4830_12_068918 22 15.036 SvmSystem
qtest2014.1 0 uptod4830_12_033860 23 15.024 SvmSystem
qtest2014.1 0 uptod4830_12_073250 24 15.021 SvmSystem
qtest2014.1 0 uptod4830_12_008703 25 15.015 SvmSystem
qtest2014.1 0 uptod4830_12_073248 26 14.998 SvmSystem
qtest2014.1 0 uptod4830_12_033854 27 14.996 SvmSystem
qtest2014.1 0 uptod4830_12_008698 28 14.992 SvmSystem
qtest2014.1 0 uptod4830_12_034212 29 14.967 SvmSystem
qtest2014.1 0 uptod4830_12_034209 30 14.945 SvmSystem
qtest2014.1 0 hotto3201_12_001910 31 14.939 SvmSystem
qtest2014.1 0 uptod4830_12_008981 32 14.927 SvmSystem
qtest2014.1 0 uptod4830_12_068866 33 14.927 SvmSystem
qtest2014.1 0 mayoc3579_12_028810 34 14.925 SvmSystem
qtest2014.1 0 mayoc3579_12_028811 35 14.913 SvmSystem
qtest2014.1 0 uptod4830_12_008985 36 14.898 SvmSystem
qtest2014.1 0 uptod4830_12_068875 37 14.898 SvmSystem
qtest2014.1 0 uptod4830_12_048156 38 14.874 SvmSystem
qtest2014.1 0 uptod4830_12_034071 39 14.861 SvmSystem
qtest2014.1 0 uptod4830_12_008762 40 14.86 SvmSystem
qtest2014.1 0 uptod4830_12_073244 41 14.86 SvmSystem
qtest2014.1 0 uptod4830_12_008699 42 14.855 SvmSystem
qtest2014.1 0 uptod4830_12_073516 43 14.846 SvmSystem
qtest2014.1 0 uptod4830_12_062252 44 14.846 SvmSystem
qtest2014.1 0 uptod4830_12_048150 45 14.844 SvmSystem
qtest2014.1 0 mayoc3579_12_026444 46 14.843 SvmSystem
qtest2014.1 0 mayoc3579_12_026447 47 14.842 SvmSystem
qtest2014.1 0 hotto3201_12_002248 48 14.835 SvmSystem
qtest2014.1 0 uptod4830_12_062251 49 14.834 SvmSystem
qtest2014.1 0 uptod4830_12_034076 50 14.831 SvmSystem
qtest2014.1 0 uptod4830_12_008743 51 14.83 SvmSystem
qtest2014.1 0 uptod4830_12_073249 52 14.83 SvmSystem
qtest2014.1 0 hotto3201_12_002249 53 14.828 SvmSystem
qtest2014.1 0 uptod4830_12_008701 54 14.825 SvmSystem
qtest2014.1 0 uptod4830_12_010827 55 14.819 SvmSystem
