qtest2014.1 0 virtu4909_12_000561 1 7.2933693 10
qtest2014.1 0 heart1228_12_000716 2 6.6985993 10
qtest2014.1 0 heart1228_12_000479 3 6.5031724 10
qtest2014.1 0 heart1228_12_000490 4 6.5031724 10
qtest2014.1 0 heart1228_12_000913 5 6.1124086 10
qtest2014.1 0 heart1228_12_000111 6 5.907584 10
qtest2014.1 0 heart1228_12_000803 7 5.5709 10
qtest2014.1 0 heart1228_12_000096 8 5.1869106 10
qtest2014.1 0 heart1228_12_000197 9 4.8687725 10
qtest2014.1 0 uptod4830_12_073370 10 4.7822456 10
qtest2014.1 0 clini0836_12_002605 11 4.757214 10
qtest2014.1 0 heart1228_12_000511 12 4.697865 10
qtest2014.1 0 heart1228_12_000518 13 4.697865 10
qtest2014.1 0 heart1228_12_000101 14 4.6463823 10
qtest2014.1 0 heart1228_12_000109 15 4.6449585 10
qtest2014.1 0 heart1228_12_000633 16 4.6303515 10
qtest2014.1 0 heart1228_12_000106 17 4.600064 10
qtest2014.1 0 heart1228_12_000155 18 4.535911 10
qtest2014.1 0 heart1228_12_000168 19 4.535911 10
qtest2014.1 0 heart1228_12_000452 20 4.461013 10
qtest2014.1 0 heart1228_12_000515 21 4.461013 10
qtest2014.1 0 clini0836_12_089275 22 4.4119663 10
qtest2014.1 0 clini0836_12_003870 23 4.376002 10
qtest2014.1 0 uptod4830_12_034243 24 4.3759174 10
qtest2014.1 0 heart1228_12_001745 25 4.314214 10
qtest2014.1 0 heart1228_12_000091 26 4.257556 10
qtest2014.1 0 healt3115_12_000240 27 4.2020016 10
qtest2014.1 0 diabe2545_12_000123 28 4.197964 10
qtest2014.1 0 every2870_12_003763 29 4.178472 10
qtest2014.1 0 heart1228_12_000105 30 4.1706667 10
qtest2014.1 0 nlm.n3868_12_001497 31 4.163645 10
qtest2014.1 0 heart1228_12_000410 32 4.073694 10
qtest2014.1 0 quali4182_12_001665 33 4.073231 10
qtest2014.1 0 heart1228_12_001396 34 4.062919 10
qtest2014.1 0 quali4182_12_003700 35 3.8869023 10
qtest2014.1 0 healt3117_12_003476 36 3.869722 10
qtest2014.1 0 uptod4830_12_065271 37 3.863246 10
