qtest2014.1 Q0 uptod4830_12_050168 1 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_049938 2 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_049918 3 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_049893 4 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_049891 5 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_049887 6 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_008705 7 -8.982505278816793 3
qtest2014.1 Q0 uptod4830_12_065017 8 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_050237 9 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_050193 10 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_050113 11 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_050037 12 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_049971 13 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_049933 14 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_049878 15 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_008798 16 -8.982664198165557 3
qtest2014.1 Q0 uptod4830_12_005341 17 -8.982664198165557 3
qtest2014.1 Q0 clini0836_12_012960 18 -9.626760327358342 3
qtest2014.1 Q0 tripa0853_12_002426 19 -9.739979226137496 3
qtest2014.1 Q0 uptod4830_12_005353 20 -9.762926156875661 3
qtest2014.1 Q0 uptod4830_12_049638 21 -9.763140129274037 3
qtest2014.1 Q0 uptod4830_12_005262 22 -9.763140129274037 3
qtest2014.1 Q0 clini0836_12_022683 23 -9.8634826242421 3
qtest2014.1 Q0 heart1228_12_000156 24 -9.927963384039446 3
qtest2014.1 Q0 clini0836_12_016965 25 -9.955711626538088 3
qtest2014.1 Q0 clini0836_12_058544 26 -9.968479158184412 3
qtest2014.1 Q0 clini0836_12_078216 27 -10.041011861526377 3
qtest2014.1 Q0 heart1228_12_000803 28 -10.053068662199799 3
qtest2014.1 Q0 clini0836_12_038625 29 -10.075389963229949 3
qtest2014.1 Q0 drcha2660_12_000061 30 -10.142666466382844 3
qtest2014.1 Q0 heart1228_12_000101 31 -10.156916234166752 3
qtest2014.1 Q0 med.n3601_12_000325 32 -10.164416393649859 3
qtest2014.1 Q0 clini0836_12_022447 33 -10.186454199273738 3
qtest2014.1 Q0 heart3138_12_000068 34 -10.186556483001958 3
qtest2014.1 Q0 clini0836_12_078336 35 -10.205264410969146 3
qtest2014.1 Q0 clini0836_12_064038 36 -10.21932368817055 3
qtest2014.1 Q0 heart1228_12_000579 37 -10.240406681864517 3
qtest2014.1 Q0 diagn2555_12_000261 38 -10.242055863984145 3
qtest2014.1 Q0 heart1228_12_000633 39 -10.243796173476584 3
qtest2014.1 Q0 clini0836_12_011631 40 -10.247922362201557 3
qtest2014.1 Q0 heart1228_12_000116 41 -10.247971948370541 3
qtest2014.1 Q0 uptod4830_12_005474 42 -10.272454468236242 3
qtest2014.1 Q0 uptod4830_12_033972 43 -10.272645618002665 3
qtest2014.1 Q0 diagn2555_12_000014 44 -10.274565935173811 3
qtest2014.1 Q0 heart1228_12_001098 45 -10.27686798584017 3
qtest2014.1 Q0 heart1228_12_000136 46 -10.286870742418863 3
qtest2014.1 Q0 clini0836_12_091484 47 -10.28813101432354 3
qtest2014.1 Q0 ncbi.3800_12_007355 48 -10.28974378216768 3
qtest2014.1 Q0 clini0836_12_025444 49 -10.291672970623303 3
qtest2014.1 Q0 every2870_12_008962 50 -10.29653830146186 3
qtest2014.1 Q0 diagn2555_12_000354 51 -10.29683825993185 3
qtest2014.1 Q0 clini0836_12_037061 52 -10.301837436728944 3
qtest2014.1 Q0 clini0836_12_028546 53 -10.31337170743035 3
qtest2014.1 Q0 heart1228_12_001594 54 -10.313824777842152 3
qtest2014.1 Q0 clini0836_12_099325 55 -10.31556729260872 3
qtest2014.1 Q0 clini0836_12_011538 56 -10.317115977441592 3
qtest2014.1 Q0 clini0836_12_027137 57 -10.319251035875421 3
qtest2014.1 Q0 clini0836_12_033923 58 -10.31939414236893 3
qtest2014.1 Q0 mayoc3579_12_010872 59 -10.320389035155245 3
qtest2014.1 Q0 clini0836_12_102022 60 -10.323100960584314 3
qtest2014.1 Q0 clini0836_12_020949 61 -10.324112680944928 3
qtest2014.1 Q0 clini0836_12_027016 62 -10.326343006613719 3
qtest2014.1 Q0 clini0836_12_064996 63 -10.327134426152282 3
qtest2014.1 Q0 my.cl1373_12_000064 64 -10.328797090650715 3
qtest2014.1 Q0 clini0836_12_034620 65 -10.329197279792615 3
qtest2014.1 Q0 clini0836_12_013339 66 -10.334291194690536 3
qtest2014.1 Q0 uptod4830_12_033860 67 -10.337769697186255 3
qtest2014.1 Q0 uptod4830_12_033854 68 -10.343684929682123 3
qtest2014.1 Q0 uptod4830_12_031610 69 -10.34374609528301 3
qtest2014.1 Q0 uptod4830_12_021987 70 -10.34374609528301 3
qtest2014.1 Q0 bestb0834_12_002303 71 -10.345103437216027 3
qtest2014.1 Q0 clini0836_12_002788 72 -10.34899835534408 3
qtest2014.1 Q0 publi0841_12_007952 73 -10.349844445572737 3
qtest2014.1 Q0 clini0836_12_101811 74 -10.351244053743617 3
qtest2014.1 Q0 diagn2555_12_000073 75 -10.35318507086952 3
qtest2014.1 Q0 clini0836_12_125913 76 -10.355449897838607 3
qtest2014.1 Q0 heart1228_12_000308 77 -10.358137178105942 3
qtest2014.1 Q0 clini0836_12_024678 78 -10.358901352641507 3
qtest2014.1 Q0 clini0836_12_039655 79 -10.359393811373076 3
qtest2014.1 Q0 diagn2555_12_000338 80 -10.359595999353377 3
qtest2014.1 Q0 clini0836_12_080204 81 -10.363264831416789 3
qtest2014.1 Q0 clini0836_12_009414 82 -10.366545882231826 3
qtest2014.1 Q0 clini0836_12_026077 83 -10.37118162227496 3
qtest2014.1 Q0 uptod4830_12_049879 84 -10.37186903720399 3
qtest2014.1 Q0 clini0836_12_083521 85 -10.381238764281184 3
qtest2014.1 Q0 uptod4830_12_065297 86 -10.386425659975776 3
qtest2014.1 Q0 menop1351_12_000118 87 -10.387976748667246 3
qtest2014.1 Q0 heart1228_12_000648 88 -10.390630326892587 3
qtest2014.1 Q0 clini0836_12_057329 89 -10.39212198771904 3
qtest2014.1 Q0 clini0836_12_121077 90 -10.39242664284199 3
qtest2014.1 Q0 texas4630_12_000501 91 -10.395864532280148 3
qtest2014.1 Q0 clini0836_12_007196 92 -10.4001717808053 3
qtest2014.1 Q0 clini0836_12_056536 93 -10.400811232920338 3
qtest2014.1 Q0 clini0836_12_035995 94 -10.402515566305304 3
qtest2014.1 Q0 heart1228_12_001544 95 -10.40481010809381 3
qtest2014.1 Q0 diagn2555_12_000047 96 -10.405614404862094 3
qtest2014.1 Q0 bestb0834_12_000581 97 -10.406230209499903 3
qtest2014.1 Q0 heart1228_12_000487 98 -10.409428266679978 3
qtest2014.1 Q0 clini0836_12_012664 99 -10.410556180896352 3
qtest2014.1 Q0 heart1228_12_000317 100 -10.411944505867742 3
qtest2014.1 Q0 healt3115_12_000796 101 -10.41297479455881 3
qtest2014.1 Q0 diagn2555_12_000350 102 -10.41331947290918 3
qtest2014.1 Q0 clini0836_12_113670 103 -10.4138769142708 3
qtest2014.1 Q0 uptod4830_12_034115 104 -10.415360916439319 3
qtest2014.1 Q0 uptod4830_12_050138 105 -10.41615455638632 3
