qtest2014.1 0 child2342_12_000164 1 1.6030489 10
qtest2014.1 0 child2342_12_000024 2 1.5735347 10
qtest2014.1 0 heart1228_12_000091 3 1.5653337 10
qtest2014.1 0 heart1228_12_000582 4 1.5064979 10
qtest2014.1 0 heart1228_12_000479 5 1.4735842 10
qtest2014.1 0 heart1228_12_000490 6 1.4735842 10
qtest2014.1 0 heart1228_12_000716 7 1.4306554 10
qtest2014.1 0 every2870_12_008918 8 1.2831024 10
qtest2014.1 0 ghr.n0840_12_013981 9 1.2818216 10
qtest2014.1 0 heart1228_12_000913 10 1.2776448 10
qtest2014.1 0 heart1228_12_000452 11 1.2681506 10
qtest2014.1 0 heart1228_12_000515 12 1.2681506 10
qtest2014.1 0 diagn2555_12_000178 13 1.2486295 10
qtest2014.1 0 uptod4830_12_033910 14 1.2243643 10
qtest2014.1 0 heart3138_12_000065 15 1.2238786 10
qtest2014.1 0 heart1228_12_000803 16 1.2222111 10
qtest2014.1 0 heart3134_12_000312 17 1.2205955 10
qtest2014.1 0 uptod4830_12_073347 18 1.2103779 10
qtest2014.1 0 diagn2555_12_000044 19 1.204046 10
qtest2014.1 0 healt3117_12_003476 20 1.2003961 10
qtest2014.1 0 clini0836_12_022447 21 1.1977363 10
qtest2014.1 0 heart1228_12_000728 22 1.196005 10
qtest2014.1 0 heart1228_12_001749 23 1.1956515 10
qtest2014.1 0 diagn2555_12_000246 24 1.1682796 10
qtest2014.1 0 pted.4167_12_000013 25 1.1664252 10
qtest2014.1 0 diagn2555_12_000214 26 1.1664243 10
qtest2014.1 0 heart1228_12_001633 27 1.1656945 10
qtest2014.1 0 clini0836_12_033180 28 1.1626679 10
qtest2014.1 0 heart3134_12_000145 29 1.1588213 10
qtest2014.1 0 uptod4830_12_065081 30 1.156996 10
qtest2014.1 0 menop1351_12_000088 31 1.1565665 10
qtest2014.1 0 uptod4830_12_073469 32 1.1538949 10
qtest2014.1 0 clini0836_12_102041 33 1.1462336 10
qtest2014.1 0 drcha2660_12_000036 34 1.1428262 10
qtest2014.1 0 heart3134_12_000315 35 1.1378049 10
qtest2014.1 0 child2342_12_000141 36 1.1377906 10
qtest2014.1 0 heart1228_12_000155 37 1.1376526 10
qtest2014.1 0 heart1228_12_000168 38 1.1376526 10
qtest2014.1 0 clini0836_12_056533 39 1.1367083 10
qtest2014.1 0 diagn2555_12_000261 40 1.1359754 10
qtest2014.1 0 heart1228_12_000075 41 1.1268752 10
qtest2014.1 0 heart3134_12_000326 42 1.1252577 10
qtest2014.1 0 clini0836_12_014520 43 1.1236217 10
qtest2014.1 0 clini0836_12_129983 44 1.1235499 10
qtest2014.1 0 clini0836_12_048252 45 1.1175433 10
qtest2014.1 0 diagn2555_12_000239 46 1.1150472 10
qtest2014.1 0 heart3134_12_000013 47 1.1149275 10
qtest2014.1 0 virtu4909_12_000561 48 1.1147496 10
qtest2014.1 0 heart1228_12_000985 49 1.1138794 10
qtest2014.1 0 heart1228_12_001028 50 1.1138794 10
qtest2014.1 0 drcha2660_12_000061 51 1.1114788 10
qtest2014.1 0 heart1228_12_000084 52 1.1098733 10
qtest2014.1 0 uptod4830_12_049955 53 1.1087022 10
qtest2014.1 0 diagn2555_12_000122 54 1.1051881 10
qtest2014.1 0 drcha2660_12_000042 55 1.104822 10
qtest2014.1 0 diagn2555_12_000351 56 1.1034999 10
qtest2014.1 0 uptod4830_12_065271 57 1.1024189 10
qtest2014.1 0 heart1228_12_000595 58 1.096999 10
qtest2014.1 0 heart1228_12_000594 59 1.0900307 10
qtest2014.1 0 heart1228_12_000970 60 1.0891623 10
qtest2014.1 0 uptod4830_12_065297 61 1.0890247 10
qtest2014.1 0 uptod4830_12_001694 62 1.087884 10
qtest2014.1 0 uptod4830_12_034217 63 1.085471 10
qtest2014.1 0 uptod4830_12_034231 64 1.085471 10
qtest2014.1 0 uptod4830_12_008795 65 1.085471 10
