qtest2014.1 Q0 heart1228_12_000515 1 -6.36182 1
qtest2014.1 Q0 heart1228_12_000452 2 -6.36182 1
qtest2014.1 Q0 uptod4830_12_034231 3 -6.42815 1
qtest2014.1 Q0 uptod4830_12_034217 4 -6.42815 1
qtest2014.1 Q0 uptod4830_12_008795 5 -6.42815 1
qtest2014.1 Q0 heart1228_12_000803 6 -6.49763 1
qtest2014.1 Q0 uptod4830_12_005474 7 -6.50034 1
qtest2014.1 Q0 uptod4830_12_073511 8 -6.50042 1
qtest2014.1 Q0 uptod4830_12_073497 9 -6.50042 1
qtest2014.1 Q0 uptod4830_12_073454 10 -6.50042 1
qtest2014.1 Q0 uptod4830_12_073407 11 -6.50042 1
qtest2014.1 Q0 uptod4830_12_073367 12 -6.50042 1
qtest2014.1 Q0 uptod4830_12_073230 13 -6.50042 1
qtest2014.1 Q0 uptod4830_12_008828 14 -6.50042 1
qtest2014.1 Q0 uptod4830_12_033972 15 -6.50053 1
qtest2014.1 Q0 uptod4830_12_073338 16 -6.5006 1
qtest2014.1 Q0 uptod4830_12_073201 17 -6.5006 1
qtest2014.1 Q0 uptod4830_12_073381 18 -6.50792 1
qtest2014.1 Q0 uptod4830_12_065237 19 -6.50809 1
qtest2014.1 Q0 uptod4830_12_073308 20 -6.53881 1
qtest2014.1 Q0 uptod4830_12_065330 21 -6.53896 1
qtest2014.1 Q0 uptod4830_12_050031 22 -6.57767 1
qtest2014.1 Q0 uptod4830_12_034118 23 -6.57767 1
qtest2014.1 Q0 uptod4830_12_034028 24 -6.57767 1
qtest2014.1 Q0 uptod4830_12_065128 25 -6.57788 1
qtest2014.1 Q0 uptod4830_12_050240 26 -6.57788 1
qtest2014.1 Q0 uptod4830_12_034236 27 -6.57788 1
qtest2014.1 Q0 uptod4830_12_034095 28 -6.57788 1
qtest2014.1 Q0 uptod4830_12_034063 29 -6.57788 1
qtest2014.1 Q0 uptod4830_12_034054 30 -6.57788 1
qtest2014.1 Q0 uptod4830_12_034001 31 -6.57788 1
qtest2014.1 Q0 uptod4830_12_033968 32 -6.57788 1
qtest2014.1 Q0 uptod4830_12_033938 33 -6.57788 1
qtest2014.1 Q0 nlm.n3868_12_001497 34 -6.60807 1
qtest2014.1 Q0 heart1228_12_000595 35 -6.6177 1
qtest2014.1 Q0 uptod4830_12_034125 36 -6.62387 1
qtest2014.1 Q0 uptod4830_12_033995 37 -6.62387 1
qtest2014.1 Q0 uptod4830_12_005348 38 -6.62387 1
qtest2014.1 Q0 wiki.0842_12_002486 39 -6.6391 1
qtest2014.1 Q0 heart3138_12_000065 40 -6.66433 1
qtest2014.1 Q0 uptod4830_12_050093 41 -6.66436 1
qtest2014.1 Q0 uptod4830_12_050075 42 -6.66436 1
qtest2014.1 Q0 uptod4830_12_005382 43 -6.66436 1
qtest2014.1 Q0 uptod4830_12_005342 44 -6.66436 1
qtest2014.1 Q0 uptod4830_12_005323 45 -6.66436 1
qtest2014.1 Q0 uptod4830_12_005205 46 -6.66436 1
qtest2014.1 Q0 uptod4830_12_005171 47 -6.66436 1
qtest2014.1 Q0 uptod4830_12_050192 48 -6.6645 1
qtest2014.1 Q0 uptod4830_12_050089 49 -6.6645 1
qtest2014.1 Q0 uptod4830_12_050050 50 -6.6645 1
qtest2014.1 Q0 uptod4830_12_049966 51 -6.6645 1
qtest2014.1 Q0 uptod4830_12_049662 52 -6.6645 1
qtest2014.1 Q0 uptod4830_12_048438 53 -6.6645 1
qtest2014.1 Q0 uptod4830_12_034065 54 -6.6645 1
qtest2014.1 Q0 uptod4830_12_008992 55 -6.6645 1
qtest2014.1 Q0 uptod4830_12_005473 56 -6.6645 1
qtest2014.1 Q0 uptod4830_12_005435 57 -6.6645 1
qtest2014.1 Q0 uptod4830_12_005360 58 -6.6645 1
qtest2014.1 Q0 uptod4830_12_005279 59 -6.6645 1
qtest2014.1 Q0 uptod4830_12_021841 60 -6.665 1
qtest2014.1 Q0 drcha2660_12_000061 61 -6.66528 1
