qtest2014.1 Q0 bupa2183_12_001636 0 10.48510931570626 RUN5
qtest2014.1 Q0 tripa0853_12_001508 1 10.333852948385525 RUN5
qtest2014.1 Q0 bupa2183_12_001842 2 10.0160111211244 RUN5
qtest2014.1 Q0 bupa2183_12_001833 3 9.938086014405412 RUN5
qtest2014.1 Q0 tripa0853_12_004171 4 9.589540265443924 RUN5
qtest2014.1 Q0 diagn2555_12_000206 5 9.332263549213872 RUN5
qtest2014.1 Q0 brain2166_12_000432 6 9.232745757056774 RUN5
qtest2014.1 Q0 npso3891_12_000557 7 9.222237751883386 RUN5
qtest2014.1 Q0 gastr2983_12_001671 8 9.177052518822679 RUN5
qtest2014.1 Q0 clini0836_12_091780 9 9.176058114530509 RUN5
qtest2014.1 Q0 bestb0834_12_001097 10 8.914516493944745 RUN5
qtest2014.1 Q0 bestb0834_12_001950 11 8.892110284463813 RUN5
qtest2014.1 Q0 psar4153_12_000587 12 8.86623178929966 RUN5
qtest2014.1 Q0 clini0836_12_119135 13 8.819112017381272 RUN5
qtest2014.1 Q0 clini0836_12_024343 14 8.786577183144594 RUN5
qtest2014.1 Q0 esaur2844_12_000018 15 8.773918092713174 RUN5
qtest2014.1 Q0 cochr2414_12_000150 16 8.664539946105048 RUN5
qtest2014.1 Q0 brain2166_12_000192 17 8.623420334687031 RUN5
qtest2014.1 Q0 tripa0853_12_001837 18 8.604675802191116 RUN5
qtest2014.1 Q0 cochr2414_12_000373 19 8.544554844232675 RUN5
qtest2014.1 Q0 echob2751_12_000218 20 8.543499856700741 RUN5
qtest2014.1 Q0 gastr2983_12_001655 21 8.51203849002017 RUN5
qtest2014.1 Q0 iront3330_12_000632 22 8.474358690113089 RUN5
qtest2014.1 Q0 iront3330_12_002096 23 8.474358690113089 RUN5
qtest2014.1 Q0 tripa0853_12_003683 24 8.433832597464583 RUN5
qtest2014.1 Q0 clini0836_12_129091 25 8.407772487990536 RUN5
qtest2014.1 Q0 cochr2414_12_000051 26 8.404507485218847 RUN5
qtest2014.1 Q0 clini0836_12_062394 27 8.349435174926816 RUN5
qtest2014.1 Q0 cvtoo2487_12_000038 28 8.348770843134776 RUN5
qtest2014.1 Q0 bestb0834_12_002141 29 8.331048103924816 RUN5
qtest2014.1 Q0 clini0836_12_083512 30 8.293876285568388 RUN5
qtest2014.1 Q0 clini0836_12_075751 31 8.293697542016663 RUN5
qtest2014.1 Q0 npso3891_12_002249 32 8.272290178870627 RUN5
qtest2014.1 Q0 medis3653_12_000342 33 8.23514172192188 RUN5
qtest2014.1 Q0 cochr2414_12_000158 34 8.215399432219339 RUN5
qtest2014.1 Q0 npso3891_12_002247 35 8.200692507683542 RUN5
qtest2014.1 Q0 tripa0853_12_004232 36 8.194673760093032 RUN5
qtest2014.1 Q0 clini0836_12_039204 37 8.192145592059408 RUN5
qtest2014.1 Q0 tripa0853_12_002071 38 8.183615139689149 RUN5
qtest2014.1 Q0 cochr2414_12_000495 39 8.162785071948237 RUN5
qtest2014.1 Q0 cochr2414_12_000230 40 8.159848082770475 RUN5
qtest2014.1 Q0 vidyy4903_12_001334 41 8.083871303841521 RUN5
qtest2014.1 Q0 cochr2414_12_000001 42 8.080563613651288 RUN5
qtest2014.1 Q0 cochr2414_12_000117 43 8.070976031196208 RUN5
qtest2014.1 Q0 hieu3164_12_000288 44 8.053303701806577 RUN5
qtest2014.1 Q0 bette2098_12_000005 45 8.033554133732862 RUN5
qtest2014.1 Q0 diagn2555_12_000155 46 8.022464071129335 RUN5
qtest2014.1 Q0 austr2019_12_001223 47 8.018761078437294 RUN5
qtest2014.1 Q0 cochr2414_12_000261 48 8.016496444199383 RUN5
qtest2014.1 Q0 diagn2555_12_000314 49 8.011809385703136 RUN5
qtest2014.1 Q0 tripa0853_12_003495 50 7.962253750718935 RUN5
qtest2014.1 Q0 cochr2414_12_000255 51 7.961522918265836 RUN5
qtest2014.1 Q0 cochr2414_12_000302 52 7.942491264598589 RUN5
qtest2014.1 Q0 clini0836_12_072815 53 7.900836915185173 RUN5
qtest2014.1 Q0 npso3891_12_002353 54 7.88430179555121 RUN5
qtest2014.1 Q0 wiki0842_12_009993 55 7.880820716582723 RUN5
qtest2014.1 Q0 cochr2414_12_000012 56 7.863678058621311 RUN5
qtest2014.1 Q0 nhslo1393_12_013636 57 7.850954559655585 RUN5
qtest2014.1 Q0 clini0836_12_100431 58 7.848892660918679 RUN5
qtest2014.1 Q0 nhslo3844_12_011634 59 7.845055440997445 RUN5
qtest2014.1 Q0 tripa0853_12_000531 60 7.845055440997445 RUN5
qtest2014.1 Q0 nhslo1393_12_013631 61 7.8433744379887615 RUN5
qtest2014.1 Q0 nhslo3844_12_011629 62 7.838343251470242 RUN5
qtest2014.1 Q0 wikis0855_12_000055 63 7.8163771958116115 RUN5
qtest2014.1 Q0 cochr2414_12_000497 64 7.807293123636744 RUN5
qtest2014.1 Q0 npso3891_12_002301 65 7.778814616414023 RUN5
qtest2014.1 Q0 nhslo1393_12_013637 66 7.774499419112248 RUN5
qtest2014.1 Q0 nhslo1393_12_013632 67 7.770502486548733 RUN5
qtest2014.1 Q0 nhslo3844_12_011635 68 7.769704439308869 RUN5
qtest2014.1 Q0 nhslo3844_12_011630 69 7.764925489202854 RUN5
qtest2014.1 Q0 npso3891_12_002276 70 7.761520968833597 RUN5
qtest2014.1 Q0 cochr2414_12_000463 71 7.753836347990288 RUN5
qtest2014.1 Q0 npso3891_12_002251 72 7.735296201168341 RUN5
qtest2014.1 Q0 medis3653_12_000616 73 7.71891840897839 RUN5
qtest2014.1 Q0 medis3653_12_000607 74 7.71891840897839 RUN5
